,time_list,altitude_list,z_velocity_list,x_list,y_list,z_list,sr_list,mpu_status,bme_status
0,0.1745750904083252,77.74976030959289,0.0,0.289306640625,0.92138671875,-0.024169921875,0.0,True,True
1,0.1987290382385254,77.75188268877685,0.001464480533285191,0.301513671875,0.922607421875,-0.0166015625,0.024153947830200195,True,True
2,0.22298097610473633,77.75752991887221,0.005345428196462078,0.30029296875,0.91845703125,-0.0234375,0.024251937866210938,True,True
3,0.24759507179260254,77.76176539707424,0.008213350067832368,0.298095703125,0.926025390625,-0.016845703125,0.02461409568786621,True,True
4,0.272022008895874,77.76317726022799,0.009176673977948137,0.290771484375,0.9189453125,-0.03076171875,0.024426937103271484,True,True
5,0.2965240478515625,77.74484262929913,-0.0032948261572176268,0.288818359375,0.93408203125,-0.022216796875,0.024502038955688477,True,True
6,0.3209819793701172,77.74836789188731,-0.0008925634627964803,0.28857421875,0.92822265625,-0.039794921875,0.024457931518554688,True,True
7,0.34522104263305664,77.7420189858833,-0.005258041572198896,0.281982421875,0.917724609375,-0.01806640625,0.024239063262939453,True,True
8,0.3701059818267822,77.74413238449137,-0.0038425946683457745,0.29296875,0.921630859375,-0.042236328125,0.024884939193725586,True,True
9,0.39437198638916016,77.73143454577217,-0.012563875700657349,0.303466796875,0.926025390625,-0.01318359375,0.02426600456237793,True,True
10,0.41881895065307617,77.72367362910416,-0.017854864378730993,0.30712890625,0.9365234375,-0.0224609375,0.024446964263916016,True,True
11,0.4430241584777832,77.71097579038496,-0.0265980508389536,0.303955078125,0.91748046875,-0.0205078125,0.02420520782470703,True,True
12,0.46741819381713867,77.71308918899302,-0.025154119580991306,0.30517578125,0.9189453125,-0.026123046875,0.02439403533935547,True,True
13,0.49205899238586426,77.71237874838906,-0.02563465095256044,0.299560546875,0.912109375,-0.021728515625,0.024640798568725586,True,True
14,0.5165190696716309,77.7053188763572,-0.030445123646070788,0.292724609375,0.922607421875,-0.028076171875,0.0244600772857666,True,True
15,0.5408759117126465,77.69825900432534,-0.035275985285120395,0.28955078125,0.92578125,-0.01513671875,0.024356842041015625,True,True
16,0.5653290748596191,77.69331252678661,-0.03864738111708522,0.29833984375,0.924072265625,-0.01220703125,0.024453163146972656,True,True
17,0.5897781848907471,77.68625265475475,-0.04346001166742123,0.296630859375,0.91845703125,-0.01806640625,0.02444911003112793,True,True
18,0.6145000457763672,77.67778069706885,-0.0491715272939455,0.290771484375,0.9072265625,-0.042236328125,0.024721860885620117,True,True
19,0.6389560699462891,77.66084638384523,-0.060712182952696266,0.295166015625,0.924072265625,-0.022705078125,0.024456024169921875,True,True
20,0.6633021831512451,77.65378651181337,-0.0655451734540458,0.2939453125,0.92431640625,-0.01904296875,0.024346113204956055,True,True
21,0.6877281665802002,77.6551897702901,-0.06458768319180837,0.28662109375,0.920654296875,-0.0078125,0.024425983428955078,True,True
22,0.712130069732666,77.65024329275137,-0.06796616116530728,0.294189453125,0.921142578125,-0.0146484375,0.02440190315246582,True,True
23,0.7369489669799805,77.64177133506547,-0.07365534603754237,0.2978515625,0.92626953125,-0.028076171875,0.024818897247314453,True,True
24,0.7629439830780029,77.63682485752675,-0.07682677289879872,0.292236328125,0.923095703125,-0.0224609375,0.02599501609802246,True,True
25,0.7910692691802979,77.64316595971803,-0.07306912093618266,0.293212890625,0.9072265625,-0.024169921875,0.028125286102294922,True,True
26,0.8200089931488037,77.63610608768617,-0.07713496945610578,0.295166015625,0.92578125,-0.01416015625,0.02893972396850586,True,True
27,0.8481829166412354,77.62974752367452,-0.08089646426137412,0.301025390625,0.93701171875,-0.017822265625,0.02817392349243164,True,True
28,0.8772270679473877,77.61986344325403,-0.08656833506036549,0.30029296875,0.92041015625,-0.0048828125,0.029044151306152344,True,True
29,0.9052419662475586,77.61350487924238,-0.09035118180588314,0.29052734375,0.91845703125,-0.01953125,0.0280148983001709,True,True
30,0.9340798854827881,77.61984598143367,-0.08668638769714879,0.291015625,0.92822265625,-0.011474609375,0.028837919235229492,True,True
31,0.9633798599243164,77.61983726386192,-0.08669134650223964,0.28564453125,0.924560546875,-0.01513671875,0.02929997444152832,True,True
32,0.9914610385894775,77.61347869985028,-0.09046526454622433,0.292236328125,0.924560546875,-0.0146484375,0.028081178665161133,True,True
33,1.0205681324005127,77.60570801228585,-0.0949147454957131,0.294921875,0.937255859375,-0.02587890625,0.029107093811035156,True,True
34,1.048724889755249,77.60711127076259,-0.09408412281482757,0.29296875,0.921630859375,-0.017822265625,0.028156757354736328,True,True
35,1.077200174331665,77.61556667798266,-0.08913514844058969,0.286376953125,0.906982421875,-0.02734375,0.028475284576416016,True,True
36,1.1058170795440674,77.62049587747194,-0.08626435146895307,0.29248046875,0.91845703125,-0.022216796875,0.028616905212402344,True,True
37,1.1335630416870117,77.6176630965623,-0.08796596898423226,0.311279296875,0.919921875,-0.029541015625,0.027745962142944336,True,True
38,1.1622309684753418,77.61483031565264,-0.08961286223568857,0.2939453125,0.926025390625,-0.013916015625,0.028667926788330078,True,True
39,1.1901860237121582,77.61058544745514,-0.09214363181179533,0.29248046875,0.923828125,-0.009765625,0.027955055236816406,True,True
40,1.2183740139007568,77.61410270716166,-0.09006398744138919,0.288818359375,0.907470703125,-0.0107421875,0.028187990188598633,True,True
41,1.2466630935668945,77.6126819764609,-0.09090101873728457,0.288330078125,0.909423828125,-0.003173828125,0.028289079666137695,True,True
42,1.2753379344940186,77.62748748139259,-0.08229562085015286,0.2861328125,0.9375,-0.01708984375,0.028674840927124023,True,True
43,1.3036420345306396,77.62606675069183,-0.08313220795173878,0.29248046875,0.929931640625,-0.009521484375,0.028304100036621094,True,True
44,1.3313899040222168,77.63663676513357,-0.07678336349664269,0.29638671875,0.922119140625,0.01171875,0.02774786949157715,True,True
45,1.35955810546875,77.63380398422392,-0.07845947388837504,0.29150390625,0.918701171875,-0.01708984375,0.028168201446533203,True,True
46,1.3876888751983643,77.64437399866566,-0.07219704633820132,0.29248046875,0.92822265625,-0.02734375,0.028130769729614258,True,True
47,1.415755033493042,77.63519115046992,-0.07765014285116224,0.311767578125,0.92431640625,-0.030029296875,0.028066158294677734,True,True
