,altitude,time,z_velocity
0,1.0619219116832865,0.0012238025665283203,0.0
1,2.1325285752100465,0.02183055877685547,1.07060666352676
2,3.1754905594054046,0.042252540588378906,1.0429619841953581
3,4.222748622494565,0.0626223087310791,1.0472580630891608
4,5.298921764899592,0.08294510841369629,1.0761731424050263
5,6.3449679800462935,0.10335683822631836,1.0460462151467018
6,7.4188175972341766,0.12373757362365723,1.073849617187883
7,8.468328951865526,0.14414548873901367,1.04951135463135
8,9.5339374031162,0.16452407836914062,1.0656084512506734
9,10.587041942314986,0.18491792678833008,1.0531045391987863
10,11.641260641137885,0.20536470413208008,1.0542186988228988
11,12.684629907251793,0.2257404327392578,1.043369266113908
12,13.762521466080624,0.24612641334533691,1.0778915588288314
13,14.822850089791284,0.26648902893066406,1.0603286237106602
14,15.873280591459809,0.28688883781433105,1.050430501668524
15,16.917474085684184,0.307445764541626,1.0441934942243751
16,17.991580833134616,0.3280205726623535,1.0741067474504327
17,19.025369052659407,0.34847426414489746,1.0337882195247907
18,20.091396730957353,0.3688621520996094,1.0660276782979459
19,21.147205579928052,0.38924384117126465,1.055808848970699
20,21.142080384732783,0.40962862968444824,-0.0051251951952693275
21,21.108856572713016,0.43001246452331543,-0.03322381201976654
22,21.121035626242634,0.4504110813140869,0.01217905352961779
23,21.11281608698289,0.4707958698272705,-0.008219539259744835
24,21.069093466799536,0.49116969108581543,-0.04372262018335249
25,21.091016135341626,0.5114874839782715,0.02192266854208924
26,21.049617040375413,0.5318844318389893,-0.04139909496621286
27,21.040991450846388,0.5523591041564941,-0.008625589529025035
28,21.044213302225636,0.572767972946167,0.0032218513792479087
29,21.018499307702623,0.5931456089019775,-0.02571399452301293
0,20.99246743807992,0.6404392719268799,-0.02571399452301293
1,20.993387776666673,0.6609599590301514,0.0009203385867522229
2,20.980062038885002,0.6813478469848633,-0.013325737781670455
3,20.962239947990096,0.7021505832672119,-0.017822090894906495
4,20.967938504837484,0.7245783805847168,0.005698556847388403
5,20.978090992619965,0.7475941181182861,0.01015248778248079
6,20.968550066216697,0.769636869430542,-0.009540926403268202
7,20.96380814085508,0.7916545867919922,-0.00474192536161766
8,20.95292150028211,0.8135833740234375,-0.010886640572969952
9,20.948182500625645,0.835719108581543,-0.00473899965646396
10,20.953434708819135,0.8577558994293213,0.005252208193489594
11,20.984882159942064,0.8797817230224609,0.03144745112292924
12,21.00528578390726,0.9017934799194336,0.02040362396519768
13,21.036733327224276,0.9237172603607178,0.03144754331701449
14,21.084953874091823,0.9458420276641846,0.0482205468675474
15,21.096127662477297,0.9678478240966797,0.01117378838547367
16,21.128242961302792,0.9898586273193359,0.03211529882549513
17,21.135242911088362,1.0118052959442139,0.006999949785569726
18,21.135242911088362,1.0337250232696533,0.0
19,21.170762425090263,1.0558648109436035,0.03551951400190134
20,21.18772547978752,1.0778756141662598,0.016963054697257007
21,21.192977337295293,1.0998923778533936,0.005251857507772684
22,21.19243763546327,1.121880292892456,-0.0005397018320216773
23,21.19781681753542,1.1438360214233398,0.0053791820721471595
24,21.224014596919265,1.165947675704956,0.026197779383846154
25,21.250339684001624,1.187943458557129,0.026325087082359033
26,21.264916535028725,1.2100393772125244,0.014576851027101156
27,21.301516396682707,1.2320630550384521,0.03659986165398266
28,21.30775702656635,1.2539937496185303,0.006240629883642157
29,21.322333333069263,1.2761197090148926,0.014576306502913638
0,21.34362168735054,1.3353400230407715,0.014576306502913638
1,21.331588101208634,1.3575377464294434,-0.012033586141907193
2,21.313828217742877,1.3795576095581055,-0.017759883465757298
3,21.28422791569877,1.401564359664917,-0.029600302044105575
4,21.23766307995196,1.4235560894012451,-0.04656483574681047
5,21.235720801309235,1.445664882659912,-0.001942278642726336
6,21.22980064805784,1.4676845073699951,-0.005920153251395277
7,21.243963857851448,1.489659309387207,0.014163209793608189
8,21.231262613737435,1.5115931034088135,-0.012701244114012411
9,21.23399871087691,1.5335988998413086,0.002736097139475646
10,21.252874946194602,1.5579657554626465,0.018876235317691226
11,21.274899972477847,1.5800013542175293,0.022025026283245097
12,21.29001652533697,1.601931095123291,0.015116552859122834
13,21.293200659763308,1.623924970626831,0.0031841344263376925
14,21.270599737857605,1.646028757095337,-0.02260092190570262
15,21.227630296946735,1.6681945323944092,-0.04296944091086985
16,21.220054113364146,1.6902031898498535,-0.00757618358258938
17,21.212513640379846,1.712233066558838,-0.0075404729842993845
18,21.213502293837216,1.734217882156372,0.0009886534573695371
19,21.219422626511744,1.756251573562622,0.005920332674527629
20,21.20603199599993,1.7784254550933838,-0.01339063051181455
21,21.19712099439981,1.8004541397094727,-0.008911001600118595
22,21.17376108196245,1.8317618370056152,-0.023359912437360464
23,21.158737482357104,1.8538055419921875,-0.01502359960534605
24,21.19346155164462,1.875899314880371,0.03472406928751681
25,21.207244964206918,1.8979082107543945,0.013783412562297315
26,21.218545944862115,1.919933795928955,0.011300980655196469
27,21.2188673412466,1.94191575050354,0.00032139638448569485
28,21.23430477122237,1.9639644622802734,0.015437429975769135
29,21.207888626726117,1.9860281944274902,-0.026416144496252514
0,21.216762566956902,2.04530668258667,-0.026416144496252514
1,21.20625669725996,2.0675454139709473,-0.010505869696942227
2,21.195082908874486,2.089468002319336,-0.01117378838547367
3,21.219557721250425,2.1114349365234375,0.024474812375938626
4,21.22601760781196,2.133429765701294,0.006459886561536621
5,21.23082251244937,2.1555304527282715,0.0048049046374103455
6,21.22216608263537,2.1775503158569336,-0.008656429814003275
7,21.22862622084968,2.199526071548462,0.006460138214311684
8,21.22598181577774,2.2214407920837402,-0.0026444050719405254
9,21.204944872733137,2.243426561355591,-0.021036943044602907
10,21.201633277734075,2.2653753757476807,-0.00331159499906164
11,21.225314051337854,2.287381172180176,0.02368077360377896
12,21.237154274169473,2.309346914291382,0.01184022283161923
13,21.281238757123457,2.3312816619873047,0.04408448295398415
14,21.27643457370868,2.3533074855804443,-0.00480418341477673
15,21.261318038257702,2.375291109085083,-0.015116535450978574
16,21.23171632058844,2.397286891937256,-0.02960171766926223
17,21.2215313388245,2.4193716049194336,-0.010184981763938339
18,21.1962299389515,2.4412853717803955,-0.025301399873001174
19,21.209185266932657,2.4633092880249023,0.012955327981156728
20,21.201264471828715,2.485311985015869,-0.007920795103942169
21,21.19433064538349,2.507290840148926,-0.0069338264452234455
22,21.16078662748176,2.5292716026306152,-0.03354401790173256
23,21.13838027739799,2.551316261291504,-0.02240635008377012
24,21.129632924295308,2.573362112045288,-0.008747353102680933
25,21.149496712545545,2.5953638553619385,0.01986378825023749
26,21.14895697493386,2.6174216270446777,-0.0005397376116853536
27,21.135908976840252,2.6394143104553223,-0.013047998093608015
28,21.135241802393633,2.6613521575927734,-0.0006671744466189011
29,21.1174813353199,2.683367967605591,-0.01776046707373169
