,acceleration,time
0,0.215966796875,0.10031342506408691
1,0.43095703125,0.20253610610961914
2,0.643408203125,0.30453968048095703
3,0.857861328125,0.4070093631744385
4,1.073095703125,0.5090389251708984
5,1.07236328125,0.6111016273498535
6,1.072412109375,0.7131040096282959
7,1.075244140625,0.8151187896728516
8,1.0783203125,0.9180383682250977
9,1.076416015625,1.0211679935455322
10,1.076708984375,1.1240065097808838
11,1.075048828125,1.2268590927124023
12,1.07421875,1.329641580581665
13,1.073095703125,1.4325523376464844
14,1.075439453125,1.535369873046875
15,1.07490234375,1.6381523609161377
16,1.076025390625,1.7411551475524902
17,1.076708984375,1.843965768814087
18,1.076025390625,1.9468412399291992
19,1.074267578125,2.0497119426727295
20,1.075,2.1526665687561035
21,1.076611328125,2.255526065826416
22,1.07607421875,2.3583147525787354
23,1.0775390625,2.4613003730773926
24,1.0798828125,2.5640928745269775
25,1.078466796875,2.6669654846191406
26,1.07666015625,2.7698349952697754
27,1.075732421875,2.8727896213531494
28,1.07490234375,2.9755892753601074
29,1.07421875,3.0784008502960205
0,1.074560546875,3.215067148208618
1,1.07880859375,3.3187365531921387
2,1.080615234375,3.42167329788208
3,1.079833984375,3.5247888565063477
4,1.07939453125,3.627627372741699
5,1.079296875,3.730687141418457
6,1.075244140625,3.8334906101226807
7,1.074853515625,3.936323404312134
8,1.073681640625,4.039129018783569
9,1.073974609375,4.142036437988281
10,1.074560546875,4.244898080825806
11,1.077001953125,4.347691774368286
12,1.07685546875,4.450700283050537
13,1.0771484375,4.553529977798462
14,1.076513671875,4.656383514404297
15,1.076904296875,4.759204149246216
16,1.07392578125,4.862200975418091
17,1.075048828125,4.965089559555054
18,1.073876953125,5.0679240226745605
19,1.073779296875,5.171010732650757
20,1.075341796875,5.27386736869812
21,1.07626953125,5.376672029495239
22,1.07666015625,5.479519605636597
23,1.077880859375,5.582576274871826
24,1.078955078125,5.6854119300842285
25,1.07861328125,5.788221597671509
26,1.079833984375,5.891228199005127
27,1.079931640625,5.99402379989624
28,1.079296875,6.09688138961792
29,1.077880859375,6.199758052825928
0,1.076611328125,6.3353822231292725
1,1.075927734375,6.439486742019653
2,1.073876953125,6.542530536651611
3,1.075244140625,6.645315170288086
4,1.076123046875,6.748105764389038
5,1.07626953125,6.851154327392578
6,1.077001953125,6.953984022140503
7,1.07626953125,7.056773662567139
8,1.076025390625,7.159635305404663
9,1.076025390625,7.262635946273804
10,1.07568359375,7.365431547164917
11,1.07548828125,7.468303203582764
12,1.07626953125,7.57134485244751
13,1.075341796875,7.6741883754730225
14,1.075390625,7.777009010314941
15,1.070263671875,7.879796743392944
16,1.0708984375,7.982808351516724
17,1.070751953125,8.08572793006897
18,1.102392578125,8.188591718673706
19,1.121630859375,8.291445255279541
20,1.128564453125,8.394259929656982
21,1.128759765625,8.497073650360107
22,1.13046875,8.599881172180176
23,1.09912109375,8.702839851379395
24,1.0822265625,8.805610656738281
25,1.079150390625,8.90842318534851
26,1.092578125,9.011396884918213
27,1.104443359375,9.114264488220215
28,1.108056640625,9.217140197753906
29,1.151123046875,9.319970846176147
0,1.155712890625,9.461475849151611
1,1.162060546875,9.5651216506958
2,1.1830078125,9.668055295944214
3,1.189501953125,9.771106958389282
4,1.14189453125,9.873903512954712
5,1.140869140625,9.976776123046875
6,1.13095703125,10.079547882080078
7,1.095263671875,10.184129476547241
8,1.085302734375,10.286946296691895
9,1.0822265625,10.389769792556763
10,1.06669921875,10.492873430252075
11,1.064892578125,10.595686197280884
12,1.06279296875,10.698488712310791
13,1.06044921875,10.801357507705688
14,1.056884765625,10.904144048690796
15,1.068603515625,11.007004737854004
16,1.06298828125,11.109899520874023
17,1.088525390625,11.212877035140991
18,1.11748046875,11.315692901611328
19,1.144091796875,11.418506383895874
20,1.142919921875,11.521407127380371
21,1.132958984375,11.624222755432129
22,1.12041015625,11.727050542831421
23,1.101220703125,11.829872131347656
24,1.083251953125,11.932844877243042
25,1.092724609375,12.035667419433594
26,1.129833984375,12.138545274734497
27,1.1421875,12.241440773010254
28,1.168310546875,12.344301462173462
29,1.203515625,12.447143316268921
0,1.18642578125,12.583006381988525
1,1.183056640625,12.68666124343872
2,1.185498046875,12.7895188331604
3,1.151513671875,12.892488479614258
4,1.130517578125,12.995300054550171
5,1.130810546875,13.09821081161499
6,1.10625,13.201237440109253
7,1.08798828125,13.304042100906372
8,1.09638671875,13.406867980957031
9,1.088623046875,13.50972867012024
10,1.09140625,13.612624168395996
11,1.13876953125,13.71541690826416
12,1.152685546875,13.818206548690796
13,1.16416015625,13.921204328536987
14,1.1630859375,14.028349876403809
15,1.172412109375,14.131414651870728
16,1.130419921875,14.234269380569458
17,1.106005859375,14.337102890014648
18,1.099951171875,14.439918756484985
19,1.096533203125,14.542861461639404
20,1.092626953125,14.645687103271484
21,1.079296875,14.748535633087158
22,1.090234375,14.851377487182617
23,1.078076171875,14.954170227050781
24,1.073388671875,15.056954860687256
25,1.076220703125,15.159807443618774
26,1.079345703125,15.262885093688965
27,1.067724609375,15.365713834762573
28,1.07294921875,15.46862268447876
29,1.078125,15.571595191955566
0,1.09033203125,15.707184553146362
1,1.097021484375,15.810883283615112
2,1.108642578125,15.913820028305054
3,1.106884765625,16.01663374900818
4,1.1072265625,16.11951732635498
5,1.105810546875,16.222644090652466
6,1.10966796875,16.325430870056152
7,1.107861328125,16.428245544433594
8,1.111279296875,16.53129816055298
9,1.123876953125,16.634124755859375
10,1.1189453125,16.736950635910034
11,1.115380859375,16.83975839614868
12,1.1169921875,16.942830085754395
13,1.115478515625,17.04571270942688
14,1.111962890625,17.148553371429443
15,1.119873046875,17.251490116119385
16,1.120751953125,17.35428285598755
17,1.121142578125,17.457125425338745
18,1.1259765625,17.559932231903076
19,1.121875,17.66284203529358
20,1.1212890625,17.765670776367188
21,1.125537109375,17.86847734451294
22,1.125048828125,17.971399068832397
23,1.1177734375,18.07417583465576
24,1.122705078125,18.17704749107361
25,1.1201171875,18.27994418144226
26,1.127490234375,18.382879972457886
27,1.13623046875,18.485787630081177
28,1.13720703125,18.588655471801758
29,1.14453125,18.6916561126709
0,1.149658203125,18.827568292617798
1,1.141357421875,18.931289196014404
2,1.14580078125,19.034138917922974
3,1.15009765625,19.136993646621704
4,1.14951171875,19.23984122276306
5,1.1404296875,19.342814922332764
6,1.13779296875,19.445627689361572
7,1.146484375,19.548470497131348
8,1.168505859375,19.651424169540405
9,1.1716796875,19.754299879074097
10,1.219580078125,19.857091665267944
11,1.49803466796875,19.95996642112732
12,1.70926513671875,20.0629301071167
13,1.59515380859375,20.165812730789185
14,1.44344482421875,20.268689393997192
15,1.35169677734375,20.371639251708984
16,1.104736328125,20.474451065063477
17,0.958740234375,20.577301740646362
18,1.08779296875,20.680241346359253
19,1.29599609375,20.783165216445923
20,1.40322265625,20.88594698905945
21,1.430419921875,20.988747596740723
22,1.425439453125,21.09255623817444
23,1.459326171875,21.19538903236389
24,1.454833984375,21.298183917999268
25,1.453515625,21.401342630386353
26,1.47119140625,21.50418519973755
27,1.451220703125,21.60701894760132
28,1.44169921875,21.70982074737549
29,1.438037109375,21.812782526016235
0,1.439794921875,21.948389768600464
1,1.423291015625,22.052043437957764
2,1.4302734375,22.1549232006073
3,1.4482421875,22.257755041122437
4,1.45029296875,22.360737800598145
5,1.45859375,22.463581562042236
6,1.460546875,22.566380262374878
7,1.455419921875,22.66918706893921
8,1.44287109375,22.77219271659851
9,1.440869140625,22.87497639656067
10,1.4263671875,22.977825164794922
11,1.4232421875,23.080864906311035
12,1.428271484375,23.18372368812561
13,1.414013671875,23.28656840324402
14,1.408740234375,23.389336109161377
15,1.405126953125,23.492246866226196
16,1.404345703125,23.59504461288452
17,1.390869140625,23.697869539260864
18,1.381396484375,23.800859212875366
19,1.373291015625,23.90363597869873
20,1.366943359375,24.00644874572754
21,1.35048828125,24.10927152633667
22,1.332080078125,24.212241172790527
23,1.32802734375,24.31503701210022
24,1.315771484375,24.41783571243286
25,1.2994140625,24.52085542678833
26,1.280615234375,24.62371516227722
27,1.253955078125,24.726512908935547
28,1.228076171875,24.829331874847412
29,1.209375,24.93227243423462
0,1.18544921875,25.06799578666687
1,1.187255859375,25.171696662902832
2,1.22763671875,25.274673461914062
3,1.2455078125,25.377453088760376
4,1.234130859375,25.480273962020874
5,1.231689453125,25.58314275741577
6,1.225439453125,25.68595051765442
7,1.180029296875,25.788746118545532
8,1.166015625,25.891615867614746
9,1.170263671875,25.9945068359375
10,1.22548828125,26.09738540649414
11,1.2111328125,26.20023536682129
12,1.2140625,26.30301594734192
13,1.227197265625,26.405823707580566
14,1.1955078125,26.508641481399536
15,1.128271484375,26.611454248428345
16,1.1197265625,26.71438717842102
17,1.106103515625,26.81720995903015
18,1.067041015625,26.920026540756226
19,1.0787109375,27.023059368133545
20,1.078271484375,27.125914096832275
21,1.07705078125,27.2288019657135
22,1.075732421875,27.33170771598816
23,1.075390625,27.43485140800476
24,1.07470703125,27.537952184677124
25,1.0755859375,27.64116406440735
26,1.074169921875,27.74401879310608
27,1.071435546875,27.84683346748352
28,1.072412109375,27.94967031478882
29,1.073681640625,28.05254602432251
0,1.071240234375,28.18830156326294
1,1.071630859375,28.29196834564209
2,1.075830078125,28.394827127456665
3,1.07568359375,28.497646808624268
4,1.0732421875,28.600653648376465
5,1.0734375,28.703486442565918
6,1.072314453125,28.806267261505127
7,1.072314453125,28.909117937088013
8,1.07080078125,29.012104749679565
9,1.075048828125,29.115113496780396
10,1.076123046875,29.21798324584961
11,1.077197265625,29.3209969997406
12,1.075439453125,29.4237859249115
13,1.0763671875,29.52656865119934
14,1.0734375,29.629359483718872
15,1.0736328125,29.732280254364014
16,1.072607421875,29.83508014678955
17,1.077490234375,29.93790888786316
18,1.078125,30.040956497192383
19,1.079833984375,30.14378333091736
20,1.07998046875,30.24666428565979
21,1.081640625,30.349495887756348
22,1.077001953125,30.452571868896484
23,1.076220703125,30.555423498153687
24,1.0744140625,30.658218383789062
25,1.072509765625,30.761218070983887
26,1.071044921875,30.86404585838318
27,1.0724609375,30.96688985824585
28,1.071435546875,31.06969451904297
29,1.072021484375,31.172627449035645
